0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.085581005,-0.13075355,0.18456091,0.11368801,-0.081038594,-0.08795734,-0.046566945,-0.042412333,0.029699413,0.09292396,0.07740168,0.05529696,0.04109074,-0.114451006,0.048868354,-0.09937466,-0.008658987,0.060854126,-0.039295424,0.11967755,0.023993056,-0.0446611,0.08496817,0.041876033,-0.041112944,0.02277231,-0.06277365,0.07692398,0.01086065,0.087298565,0.030397862,-0.07978169
-0.025651528,-0.029101133,0.0080903815,0.013293098,0.048299335,-0.06501347,-0.055109438,-0.002958423,-0.013709928,0.064198524,0.048522756,0.059056967,-0.018580515,-0.024389412,-0.013319057,0.028947718,0.04253778,0.017978635,0.16823246,-0.029026506,-0.007710779,-0.014086887,0.016745288,-0.0033284323,-0.020788306,0.0689591,-0.038476773,0.057475556,0.0625508,0.027321676,-0.00248727,-0.005715075
-0.17824957,-0.26515412,0.0005035345,0.016352588,-0.002840975,-0.08235477,0.05013648,-0.038021866,0.04952796,0.09215551,0.042845834,0.026668064,-0.024954166,-0.08660535,-0.09655423,-0.1264681,0.071217515,0.110920206,0.36289576,0.065436065,0.06193736,-0.056596696,0.068840995,0.03906281,-0.06787131,0.062450986,-0.06867176,0.09919412,0.042269338,0.019278059,0.0897757,-0.0688313
-0.0466208,-0.28476122,0.093386844,-0.040817983,-0.041488934,0.017602695,0.005831993,0.014805548,-0.045545958,0.06946369,-0.034659825,-0.03497917,-0.075259775,0.016877545,0.033724457,-0.08019809,0.05993966,0.032756113,0.06627334,-0.0065934444,-0.014459224,0.02352077,-0.009127638,-0.021264035,0.04123824,-0.010387253,-0.039508212,-0.00816622,-0.015989378,-0.0344017,0.046562325,-0.0031064542
-0.053305082,-0.20253538,0.108149506,-0.027428424,-0.027956124,-0.006776492,0.008884513,0.030155316,-0.03292448,0.06030047,-0.025548149,-0.037933048,-0.037500583,0.017691705,0.03969735,-0.26559243,0.040772956,0.17604218,0.040866755,0.015671564,-0.015930902,0.04348301,0.0337092,-0.019195892,0.031986535,0.061849095,-0.051112738,0.007336576,0.04859304,-0.013069683,0.03729009,-0.0135619985
-0.05993279,-0.24689692,0.2449854,-0.027615977,-0.04960361,0.029365927,0.035383906,0.019116767,-0.010718603,0.32453552,-0.031648386,-0.027753217,-0.1014892,0.021984112,0.08168784,-0.12219922,0.1108772,0.11837563,0.0807067,-0.0061405515,-0.030169526,0.008965407,0.008535701,-0.010836482,0.019613871,0.06612316,-0.06585401,0.019175746,0.013780619,-0.034008235,0.058074083,-0.0074468763
-0.16311164,-0.27249447,0.16577454,0.03002198,-0.10230571,-0.03571727,-0.034353953,-0.047671683,0.023478797,0.10316433,-0.012247287,0.047887497,-0.06873112,-0.058737062,0.41329247,-0.12004811,0.09668273,0.07582639,0.44544578,0.022494003,0.0067531723,-0.026898941,0.020812165,0.038971167,-0.0028028162,0.06910602,-0.06657244,0.04244834,0.054038614,0.007959636,0.049622603,-0.02374491
-0.06831111,-0.2924339,0.39635134,-0.044210445,-0.043239575,-0.025818832,0.026734486,0.015630476,-0.028275914,0.118193366,-0.050527796,-0.021661429,-0.07631211,-0.0006545495,0.09547429,-0.16944304,0.081547566,0.20728709,0.12554866,0.016381957,-0.028796896,0.016167372,0.010224745,-0.014242092,0.021075998,0.03717432,-0.0532863,0.20618103,0.07418462,-0.021320963,0.045979723,-0.0095095625
-0.107750766,-0.22133178,0.17763744,-0.032334607,-0.070530236,0.019399898,0.0044467594,0.02834703,-0.05381615,0.04472744,-0.005379144,-0.0077992743,-0.06768153,0.00928144,0.09109782,-0.07557102,0.059723765,0.05339756,0.11472004,-0.012540267,-0.025460944,0.029420318,-0.013456645,-0.017430853,0.038083006,0.0052743917,-0.0683481,-0.0010773871,0.005837327,-0.010815641,0.10978699,-0.034961145
-0.09183559,-0.25695172,0.2873526,0.024638161,-0.05359015,-0.016540369,-0.029486235,-0.026124138,-0.005743698,0.13989791,-0.039271962,0.0340444,-0.21765172,-0.03571565,0.15653326,-0.27248162,0.12552433,0.15185714,0.26252744,-0.024571015,-0.058206454,-0.03361259,-0.020117098,0.028415069,0.045281895,0.17645384,-0.060434364,0.18042845,0.058315758,0.010056703,0.17288218,0.007816487
