group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
Layer 1,Fdft1,10.173051,0.49091902,2.6158357588805865e-24,1.7424903018645424e-22,0.5845383759733037,0.4631929508082981
Layer 1,Fabp4,10.153822,0.5741588,3.1863483096501786e-24,2.1148083399176386e-22,0.5122358175750834,0.38118365364601403
Layer 1,Gstt1,10.150749,0.39334735,3.2883009113897367e-24,2.174567689662517e-22,0.7068965517241379,0.6027197668771248
Layer 1,Ghr,10.113012,0.20506628,4.8373754440186746e-24,3.1874287582754095e-22,0.9115684093437152,0.8751127454381461
Layer 1,Slc22a30,10.068407,0.27200106,7.620186785532549e-24,5.003008964371946e-22,0.8236929922135706,0.7628529799486574
Layer 1,Sod1,9.917727,0.064732365,3.486041284326365e-23,2.256284592961873e-21,0.9983314794215795,0.9954208006660653
Layer 1,Elovl5,9.88351,0.20608947,4.9083183474149e-23,3.165605175866317e-21,0.8954393770856507,0.8580448206480261
Layer 1,Eci1,9.842475,0.2788315,7.387080878452882e-23,4.747500006814155e-21,0.85706340378198,0.7826267952542844
Layer 1,Acaa1a,9.823316,0.18353747,8.935556751320362e-23,5.702509854024449e-21,0.9315906562847609,0.9024491778255741
Layer 1,Tlcd2,9.760016,0.39357594,1.6712885960822178e-22,1.0591791477671054e-20,0.6507230255839822,0.5566502463054187
Layer 1,Suox,9.694627,0.47895676,3.177965583027075e-22,2.0001457869451784e-20,0.5589543937708565,0.4445292444321099
Layer 1,Cat,9.63256,0.03206284,5.825980221509498e-22,3.6416366781846354e-20,0.9994438264738599,0.9992368001110109
Layer 1,Lgr5,9.6115,1.3809514,7.149967748847754e-22,4.453966257746389e-20,0.2397107897664071,0.10691736626656491
Layer 1,Slc16a10,9.548163,0.44702142,1.3201589543862784e-21,8.112976846955674e-20,0.5962180200222469,0.4883091653368487
Layer 1,Ugt3a2,9.546341,0.19586715,1.3435809657989504e-21,8.229207982470618e-20,0.9004449388209121,0.8664400194269063
Layer 1,Pnp,9.492306,0.35773486,2.2597854293104048e-21,1.3748534551924502e-19,0.7046718576195773,0.6088947477971276
Layer 1,Hmgcl,9.486614,0.19164233,2.3865986052926013e-21,1.4471826492956998e-19,0.9221357063403782,0.8855200166516339
Layer 1,Gstm3,9.464205,0.44411746,2.958019487116671e-21,1.7818406494671117e-19,0.5973303670745272,0.4876847290640394
Layer 1,Pgrmc1,9.44489,0.11498363,3.557761180769145e-21,2.1290576088983092e-19,0.9816462736373749,0.9690557135918962
Layer 1,Hibadh,9.408439,0.25582787,5.035600394697153e-21,2.974426485566746e-19,0.8342602892102335,0.776868105182821
Layer 1,Ldha,9.311163,0.047484998,1.2644075404553483e-20,7.396784111663787e-19,1.0,0.9977104003330327
Layer 1,Ugt2b5,9.293508,0.03979072,1.4928624765598965e-20,8.677619720436697e-19,0.9983314794215795,0.9977797821411226
Layer 1,Dnaja1,9.277556,0.17311774,1.7340912636111287e-20,1.0016023336528582e-18,0.9126807563959956,0.8848955803788247
Layer 1,4931406C07Rik,9.1906,0.27780315,3.9065439732512667e-20,2.228195018743191e-18,0.7936596218020022,0.7232359675293139
Layer 1,Slc19a2,9.170003,0.4625224,4.730053800459397e-20,2.6894997497191562e-18,0.5472747497219133,0.441892735724693
Layer 1,Gstm4,9.163895,0.43637547,5.0057427910025734e-20,2.828632118308946e-18,0.578420467185762,0.47949767570942897
Layer 1,Rmdn2,9.122983,0.49125773,7.308448025869355e-20,4.079320898109096e-18,0.5239154616240267,0.4065773954069243
Layer 1,Akr1a1,9.030832,0.15545733,1.7037172622769922e-19,9.310253733856186e-18,0.9493882091212458,0.9282592104350239
Layer 1,Lonp2,8.96338,0.1692876,3.1487531772372123e-19,1.715553522117421e-17,0.9243604004449388,0.8945396517033234
Layer 1,Ces1c,8.962659,0.059679113,3.169430597735132e-19,1.7216799782696914e-17,0.9972191323692993,0.9954208006660653
Layer 1,Spp2,8.956582,0.21618813,3.348988230470862e-19,1.8084536444542654e-17,0.8843159065628476,0.8336918060084646
Layer 1,Pex11a,8.952967,0.53705245,3.460553340932273e-19,1.863186418250615e-17,0.474972191323693,0.36848678276555885
Layer 1,Prlr,8.944025,0.52540374,3.7524708938851166e-19,2.014414669270328e-17,0.48164627363737483,0.36626656490668147
Layer 1,Csad,8.89491,0.41852328,5.846667945152855e-19,3.093141545939997e-17,0.5906562847608454,0.4817872753763963
Layer 1,Tmem56,8.760896,0.23111922,1.9370436384529526e-18,1.0033858632836849e-16,0.8442714126807565,0.7897037396794561
Layer 1,Bsg,8.760691,0.08449146,1.9405830031730263e-18,1.0033858632836849e-16,0.9849833147942157,0.9814750572399916
Layer 1,Fcho2,8.728945,0.6992893,2.5706041237675775e-18,1.325386058389995e-16,0.3476084538375973,0.21848331367515436
Layer 1,Bdh1,8.637579,0.21492122,5.741675854843749e-18,2.927292393927601e-16,0.889321468298109,0.833275515159925
Layer 1,Clstn3,8.582024,1.4644262,9.321836174808472e-18,4.713079054365769e-16,0.20634037819799778,0.08547838756677999
